Shipment_ID,Supplier_ID,Supplier_Rating,Supplier_Country,Destination_Country,Shipping_Mode,Carrier,Warehouse,Historical_Delay_Count,Inventory_Level,Demand_Forecast,Weather_Severity,Holiday_Impact,Traffic_Index,Fuel_Price,Port_Congestion,Distance,Purchase_Order_Value,Order_Priority,Customer_Type,Packaging_Type,Vehicle_Availability,Production_Status,Quality_Score,Inspection_Delay,Customs_Clearance_Time,Container_Type,Shipment_Weight,Shipment_Volume,Temperature_Sensitive,Fragile,Route_Risk,Carbon_Emission,Supplier_OnTime_Rate,Market_Demand_Index,Geopolitical_Risk,Economic_Index,Order_Date,Expected_Lead_Time,Lead_Time,Inventory_Days,Transportation_Cost,Late_Delivery_Cost,Supplier_Risk,Month,Quarter,Week,Year,Delay,Product_Category,Units
SHP-110952,1193,5.0,Brazil,Germany,Sea,Expeditors,WH-010,0,3497,5105,2.37,0,4.43,3.21,6.02,3072.5,9996.99,High,Retail,Crate,84.3,Delayed,98.9,0.06,2.77,Flat Rack,737.56,48.46,1,0,2.84,381.31,0.864,68.4,2.89,102.6,2021-06-06,26.6,36.0,20.6,79.48,207.89,Low,6,2,22,2021,0,Automotive_Parts,156
SHP-104333,1174,3.16,Brazil,Japan,Sea,DB Schenker,WH-009,1,2599,337,0.68,0,3.89,2.66,0.15,5022.2,2946.77,Low,Wholesale,Pallet,45.7,On Schedule,74.8,0.62,4.79,40ft Dry,303.96,4.66,1,0,4.01,981.84,0.834,43.5,1.9,105.0,2023-07-25,28.8,31.5,231.3,100.61,69.0,Medium,7,3,30,2023,0,Consumer_Goods,260
SHP-112099,1310,4.01,Japan,Canada,Rail,DB Schenker,WH-018,3,3904,1689,1.99,0,3.32,2.87,5.03,2965.6,11520.24,Critical,Retail,Bulk,84.3,On Schedule,87.9,3.42,2.19,Open Top,192.24,2.86,0,0,0.66,541.25,0.792,37.7,3.49,83.7,2022-12-01,9.5,16.8,69.3,115.57,241.96,Low,12,4,48,2022,1,Consumer_Goods,69
SHP-106955,1083,3.23,Germany,Netherlands,Sea,FedEx,WH-001,1,1209,3482,1.63,0,5.36,3.63,4.59,497.2,8242.51,Low,Wholesale,Crate,69.4,Ahead of Schedule,80.4,1.13,1.06,Flat Rack,405.42,13.45,0,0,3.31,410.27,0.815,38.2,1.02,81.8,2021-10-22,25.8,31.4,10.4,17.6,166.61,Medium,10,4,42,2021,0,Automotive_Parts,175
SHP-118821,1002,3.75,USA,UK,Rail,Maersk,WH-008,2,3886,3751,1.16,1,5.04,3.11,1.54,6438.1,4209.83,Low,Retail,Crate,69.5,Ahead of Schedule,83.6,1.76,0.21,Flat Rack,1114.67,2.57,0,0,3.04,451.25,0.636,38.6,3.89,99.8,2021-02-03,10.9,15.1,31.1,283.36,112.53,Medium,2,1,5,2021,1,Electronics,423
SHP-108545,1495,3.26,Japan,Canada,Rail,DB Schenker,WH-011,2,2896,4788,2.41,0,7.23,3.47,7.4,1615.9,11899.75,Low,Enterprise,Carton,55.8,On Schedule,84.7,1.09,0.93,Open Top,709.95,30.01,0,0,4.54,213.03,0.938,64.4,0.91,94.7,2021-08-06,7.0,16.2,18.1,87.25,246.72,Low,8,3,31,2021,1,Apparel,685
SHP-115974,1235,4.73,South Korea,India,Rail,Kuehne+Nagel,WH-012,2,2454,1287,0.91,0,5.28,3.47,2.08,6080.9,5730.77,Low,Government,Bulk,91.8,Ahead of Schedule,90.7,0.59,0.02,40ft Dry,2531.69,3.51,0,0,0.82,588.44,0.768,51.3,4.16,82.0,2024-07-04,9.5,11.1,57.2,325.78,147.19,Low,7,3,27,2024,0,Furniture,2294
SHP-113722,1427,3.53,South Korea,UK,Rail,CMA CGM,WH-001,2,1117,3616,0.37,0,1.84,3.82,3.98,4848.7,5868.86,Low,Enterprise,Pallet,77.0,On Schedule,81.3,0.11,0.98,40ft Dry,1250.71,3.91,0,0,4.48,420.39,0.901,46.2,1.1,95.1,2024-07-18,7.1,10.7,9.3,270.44,144.42,Low,7,3,29,2024,0,Pharmaceuticals,714
SHP-100695,1491,3.03,Germany,Netherlands,Rail,DB Schenker,WH-019,1,4229,5921,1.51,0,4.64,3.3,3.65,1178.2,5069.77,Medium,Government,Pallet,68.5,Ahead of Schedule,70.1,0.29,2.22,20ft Dry,238.22,3.51,1,0,5.92,642.19,0.872,46.8,0.13,106.9,2024-12-05,9.0,14.9,21.4,55.62,106.96,Medium,12,4,49,2024,1,Pharmaceuticals,127
SHP-115630,1351,3.01,Vietnam,Japan,Rail,DHL,WH-006,1,1965,1592,3.64,0,5.47,3.13,0.77,7298.4,9278.91,Low,Retail,Carton,53.5,Delayed,86.5,0.42,0.49,Open Top,268.46,7.4,0,0,3.92,58.6,0.795,67.8,0.67,96.5,2024-10-01,11.1,15.1,37.0,306.8,216.26,Medium,10,4,40,2024,0,Pharmaceuticals,111
SHP-113589,1431,4.49,China,Australia,Rail,Kuehne+Nagel,WH-008,0,2559,3726,2.45,0,4.95,4.02,3.06,5521.4,11907.14,Medium,Retail,Drum,87.1,On Schedule,85.6,1.52,1.63,Flat Rack,574.05,2.24,0,0,0.55,428.58,0.977,53.2,2.21,105.0,2022-01-22,13.4,16.1,20.6,305.99,268.74,Low,1,1,3,2022,0,Food_Beverage,177
SHP-114521,1064,4.22,USA,Germany,Sea,Expeditors,WH-007,1,4239,404,1.14,0,2.3,3.68,3.62,4703.9,19218.88,High,Government,Pallet,59.6,On Schedule,79.9,2.17,2.01,Flat Rack,7081.86,3.33,1,0,1.22,651.71,0.976,56.4,2.79,127.3,2024-01-09,29.4,32.5,314.8,203.93,404.77,Low,1,1,2,2024,0,Electronics,2110
SHP-119917,1060,3.88,Vietnam,Japan,Road,Expeditors,WH-008,1,3959,2177,6.01,0,5.01,3.15,5.05,2598.6,14684.74,High,Retail,Pallet,77.4,On Schedule,91.3,0.38,5.72,40ft Dry,1739.36,2.54,0,0,2.95,286.64,0.977,35.8,0.61,82.9,2021-02-02,7.3,18.8,54.6,183.13,312.01,Low,2,1,5,2021,1,Electronics,739
SHP-109770,1035,4.41,South Korea,Canada,Sea,UPS,WH-007,3,595,2885,6.42,0,4.4,3.88,2.15,4341.9,6615.8,Low,Retail,Drum,67.9,On Schedule,80.3,0.74,0.78,Flat Rack,99.95,2.81,0,0,0.81,754.43,0.99,60.3,1.92,103.8,2024-07-15,35.9,41.8,6.2,125.01,144.82,Low,7,3,29,2024,0,Automotive_Parts,43
SHP-113377,1453,4.2,South Korea,Netherlands,Road,Kuehne+Nagel,WH-014,1,444,2182,1.45,0,6.67,3.43,1.2,2407.7,4114.26,High,Retail,Carton,68.1,Ahead of Schedule,81.4,0.95,2.05,Open Top,467.14,6.38,0,0,2.68,746.4,0.77,49.2,0.36,84.0,2022-03-15,6.3,8.0,6.1,157.05,97.99,Low,3,1,11,2022,0,Pharmaceuticals,316
SHP-101034,1322,3.76,China,India,Sea,DB Schenker,WH-017,1,588,426,0.97,0,4.6,3.13,8.0,2617.9,29791.94,High,Government,Crate,62.4,On Schedule,90.4,0.56,1.37,Open Top,169.05,5.26,0,0,5.55,215.37,0.923,9.4,2.7,110.4,2023-05-02,32.2,43.0,41.4,61.81,602.02,Low,5,2,18,2023,0,Industrial_Equipment,54
SHP-110842,1061,4.56,Brazil,Japan,Sea,FedEx,WH-013,1,1958,3608,1.49,0,2.96,3.12,5.87,1348.3,23219.47,High,Wholesale,Carton,67.0,Ahead of Schedule,86.8,1.55,8.49,40ft Dry,635.52,5.24,0,1,5.45,752.15,0.843,56.4,5.26,113.6,2024-06-27,25.4,40.6,16.3,36.76,468.07,Low,6,2,26,2024,1,Pharmaceuticals,330
SHP-116592,1213,4.12,Mexico,India,Sea,CMA CGM,WH-016,2,1480,4380,4.58,0,8.4,3.76,0.49,5960.8,54340.99,Medium,Government,Drum,79.2,Ahead of Schedule,93.3,0.69,2.38,Flat Rack,708.36,20.03,0,0,0.75,240.66,0.89,74.1,3.23,108.0,2024-08-29,28.3,32.3,10.1,172.63,1104.08,Low,8,3,35,2024,0,Pharmaceuticals,1070
SHP-110421,1360,2.38,Brazil,France,Sea,CMA CGM,WH-006,2,63,5306,5.66,1,3.44,4.02,7.68,3198.0,15298.98,High,Government,Carton,69.5,On Schedule,99.2,0.25,0.82,Reefer,508.87,21.54,0,0,2.26,613.75,0.818,31.6,1.46,110.4,2021-06-28,23.3,35.3,0.4,100.55,316.03,Medium,6,2,26,2021,0,Furniture,214
SHP-110979,1287,3.71,Bangladesh,UAE,Rail,DB Schenker,WH-020,1,484,2650,1.76,0,5.11,3.25,1.8,6497.1,33508.59,Critical,Wholesale,Pallet,86.7,On Schedule,87.6,0.69,0.0,20ft Dry,545.54,1.46,0,1,1.43,728.26,0.954,23.8,2.76,104.8,2023-04-06,8.8,9.4,5.5,288.86,699.06,Low,4,2,14,2023,0,Apparel,207
SHP-102127,1013,4.5,Japan,USA,Sea,FedEx,WH-010,4,4685,4574,2.26,0,7.28,2.27,1.13,2280.4,11739.01,Medium,Retail,Crate,67.3,On Schedule,91.3,1.78,1.1,Flat Rack,222.8,2.85,0,0,1.92,426.34,0.808,42.3,0.53,89.8,2023-04-13,22.9,24.1,30.7,39.55,238.74,Low,4,2,15,2023,0,Consumer_Goods,147
SHP-112187,1497,3.37,South Korea,Netherlands,Sea,CMA CGM,WH-020,0,1638,5950,0.55,1,6.79,3.79,1.38,2032.8,3083.26,Medium,Government,Bulk,94.1,Delayed,88.4,1.52,2.88,Open Top,3087.15,3.73,1,1,0.41,448.38,0.694,36.2,0.42,85.7,2022-04-11,30.5,30.3,8.3,91.06,70.77,Medium,4,2,15,2022,0,Consumer_Goods,1004
SHP-105970,1480,2.58,Vietnam,Netherlands,Sea,Maersk,WH-019,5,3868,5812,2.42,0,5.06,3.82,4.65,6939.9,16945.86,Medium,Wholesale,Drum,97.0,On Schedule,85.2,2.89,2.8,40ft Dry,1010.94,5.45,0,0,1.02,557.38,0.755,69.9,0.07,107.8,2021-01-07,21.9,27.7,20.0,206.29,359.55,Medium,1,1,1,2021,0,Pharmaceuticals,332
SHP-113225,1105,4.41,Vietnam,Netherlands,Sea,UPS,WH-018,3,1991,3107,3.28,0,6.09,2.94,3.74,2095.2,5781.59,High,Government,Bulk,89.9,On Schedule,100.0,2.78,,Flat Rack,746.63,5.38,0,0,1.15,559.37,0.941,38.4,8.9,110.0,2021-09-07,16.4,26.5,19.2,51.75,120.81,Low,9,3,36,2021,1,Food_Beverage,204
SHP-100993,1165,4.49,USA,Australia,Sea,FedEx,WH-009,1,3333,3030,1.51,0,7.0,2.93,0.95,852.7,21367.11,Medium,Wholesale,Drum,52.1,On Schedule,95.4,0.08,7.65,Flat Rack,401.79,4.22,0,0,2.15,450.38,0.605,64.9,0.64,81.3,2024-08-03,23.5,28.1,33.0,21.83,429.53,Low,8,3,31,2024,0,Automotive_Parts,118
SHP-115084,1475,3.47,Japan,USA,Sea,FedEx,WH-013,2,2046,789,0.6,0,7.01,2.98,0.74,4845.6,4425.77,High,Enterprise,Carton,73.6,On Schedule,86.7,0.9,0.22,Flat Rack,1382.1,12.96,1,0,3.87,10.0,0.966,49.7,5.22,98.8,2022-04-24,21.4,23.4,77.8,118.29,100.34,Low,4,2,16,2022,0,Furniture,402
SHP-114845,1143,2.82,USA,Japan,Sea,Kuehne+Nagel,WH-020,0,1888,2159,0.29,0,5.57,2.7,4.3,7691.9,2374.84,Medium,Wholesale,Drum,45.5,On Schedule,98.3,0.25,2.17,Reefer,285.24,3.24,0,0,2.02,159.73,0.837,60.4,4.64,92.9,2022-06-28,26.0,31.0,26.2,154.97,62.99,Medium,6,2,26,2022,0,Automotive_Parts,148
SHP-114945,1394,4.01,India,Japan,Sea,Expeditors,WH-007,1,511,5579,8.19,0,5.14,2.8,1.01,3239.2,21936.7,Critical,Enterprise,Drum,51.0,On Schedule,91.3,1.58,2.95,Flat Rack,850.35,18.65,0,0,3.39,377.49,0.78,65.1,2.46,111.5,2023-12-02,21.9,34.2,2.7,73.69,446.1,Low,12,4,48,2023,1,Consumer_Goods,210
SHP-100447,1299,3.46,Japan,India,Rail,Expeditors,WH-019,0,489,4696,0.48,0,3.73,5.44,,3578.1,23211.78,Medium,Retail,Crate,93.8,Delayed,89.2,0.69,1.82,Reefer,524.23,2.44,0,0,0.42,538.89,0.787,29.9,1.11,75.6,2024-06-23,8.6,8.2,3.1,272.72,491.51,Medium,6,2,25,2024,1,Consumer_Goods,176
SHP-117277,1379,2.71,Bangladesh,UK,Sea,DHL,WH-007,0,1916,3913,4.07,0,4.46,2.42,4.35,2912.6,8534.11,High,Retail,Carton,82.2,On Schedule,83.3,0.09,1.51,Flat Rack,617.77,12.58,0,0,7.53,556.41,0.885,36.8,2.08,98.7,2021-07-08,23.5,35.7,14.7,56.22,176.3,Medium,7,3,27,2021,1,Food_Beverage,253
SHP-105453,1116,3.99,USA,India,Sea,Kuehne+Nagel,WH-002,3,2951,3357,2.56,0,5.28,3.33,5.46,2031.9,6418.59,High,Government,Pallet,,On Schedule,80.4,1.16,1.01,Open Top,99.08,5.52,0,1,0.77,620.9,0.722,33.1,2.99,119.4,2021-12-13,27.8,34.8,26.4,50.72,133.44,Low,12,4,50,2021,0,Pharmaceuticals,30
SHP-103211,1297,4.06,USA,Australia,Road,Expeditors,WH-008,2,2405,130,2.47,0,4.06,3.57,3.24,7366.1,36859.39,Medium,Enterprise,Crate,79.5,On Schedule,88.1,0.04,2.73,Flat Rack,890.79,5.53,0,0,0.68,562.88,0.895,61.2,3.07,91.2,2024-03-15,10.2,14.5,365.0,486.51,785.84,Low,3,1,11,2024,0,Automotive_Parts,420
SHP-105561,1315,4.37,India,Australia,Sea,UPS,WH-003,0,4219,1190,0.76,1,5.13,3.33,3.17,1436.7,10804.85,Low,Wholesale,Crate,42.6,On Schedule,100.0,0.17,0.83,40ft Dry,272.95,66.47,0,1,2.74,344.72,0.79,17.3,2.5,90.0,2021-10-01,36.2,39.7,106.4,37.85,219.88,Low,10,4,39,2021,0,Electronics,97
SHP-118911,1251,4.53,Mexico,Japan,Sea,Maersk,WH-009,1,4249,4366,1.22,0,7.99,3.69,10.0,7139.5,4661.2,Medium,Enterprise,Drum,64.8,On Schedule,76.7,0.65,3.21,Flat Rack,529.41,19.2,0,0,3.13,391.83,0.677,37.9,1.8,105.9,2022-01-27,37.4,50.4,29.2,199.46,113.17,Low,1,1,4,2022,0,Automotive_Parts,139
SHP-103210,1388,4.8,Germany,Germany,Sea,FedEx,WH-007,2,3817,1577,0.81,0,5.12,3.99,0.78,2853.3,8388.26,Critical,Government,Drum,64.1,On Schedule,96.7,0.28,,40ft Dry,343.49,7.55,0,0,1.64,404.75,0.702,49.8,0.7,130.3,2022-01-24,25.9,27.8,72.6,87.74,176.54,Low,1,1,4,2022,0,Food_Beverage,77
SHP-113813,1342,3.09,Germany,Canada,Rail,CMA CGM,WH-002,4,2451,5694,1.97,0,6.94,3.2,1.19,478.7,5636.32,Low,Wholesale,Crate,72.6,On Schedule,96.8,0.17,1.3,Reefer,205.02,4.56,0,0,1.42,551.55,0.918,67.0,2.49,122.1,2024-03-14,11.7,12.2,12.9,23.75,115.1,Low,3,1,11,2024,0,Electronics,44
SHP-108966,1329,3.92,Japan,Netherlands,Rail,CMA CGM,WH-003,2,1847,733,2.31,1,7.35,3.2,5.11,5386.6,40907.81,Medium,Wholesale,Pallet,75.6,On Schedule,97.3,1.79,1.03,20ft Dry,1455.02,14.35,0,0,2.05,567.0,0.761,53.2,1.55,92.4,2021-01-18,6.9,13.6,75.6,252.79,843.44,Low,1,1,3,2021,1,Furniture,526
SHP-117653,1287,3.4,Vietnam,Japan,Road,Maersk,WH-002,5,1316,3131,1.42,0,9.39,4.08,7.47,5591.3,2415.49,High,Government,Pallet,91.8,On Schedule,80.2,4.67,0.61,20ft Dry,867.24,2.79,0,0,1.05,371.45,0.79,38.0,2.49,123.1,2023-06-22,4.2,12.0,12.6,427.55,91.06,Medium,6,2,25,2023,1,Consumer_Goods,305
SHP-110649,1061,,USA,Germany,Sea,Maersk,WH-007,3,4406,5636,2.67,1,4.2,3.24,3.13,4468.4,10515.14,Low,Enterprise,Drum,97.5,On Schedule,97.9,0.21,,Flat Rack,228.9,5.67,0,0,1.25,511.13,0.91,43.3,2.3,96.8,2024-05-20,21.2,25.9,23.5,108.63,221.17,Low,5,2,21,2024,0,Apparel,56
SHP-119714,1263,3.93,Mexico,Japan,Air,UPS,WH-019,0,3611,5828,3.59,0,6.55,2.02,1.38,3695.6,48332.22,Medium,Government,Bulk,52.9,On Schedule,82.2,0.59,0.84,40ft Dry,194.67,6.09,0,0,4.6,422.43,0.748,31.9,2.29,67.7,2021-10-21,5.4,12.3,18.6,504.42,1017.09,Low,10,4,42,2021,1,Automotive_Parts,102
SHP-103971,1107,4.87,Brazil,Canada,Air,CMA CGM,WH-018,2,3379,524,1.21,0,1.9,3.29,2.55,317.0,7813.13,High,Retail,Drum,75.8,On Schedule,83.1,0.6,0.44,20ft Dry,2052.91,4.53,0,0,7.29,558.21,0.692,45.0,3.86,121.5,2021-08-21,5.1,13.6,193.4,247.8,181.04,Low,8,3,33,2021,1,Consumer_Goods,481
SHP-110807,1175,3.41,Mexico,France,Sea,Kuehne+Nagel,WH-014,1,1446,3964,3.61,0,7.13,2.05,8.83,2150.4,17991.73,High,Retail,Bulk,82.6,On Schedule,93.3,1.16,0.85,40ft Dry,1204.24,19.2,0,1,6.61,603.82,0.806,39.6,1.19,97.0,2023-12-04,22.6,38.1,10.9,39.67,363.8,Medium,12,4,49,2023,1,Automotive_Parts,442
SHP-119544,1041,4.41,USA,India,Sea,DHL,WH-003,1,3200,5369,6.32,0,5.08,3.68,4.54,2160.5,5146.21,Low,Government,Carton,78.4,On Schedule,81.7,0.34,3.31,Flat Rack,403.58,6.78,0,1,2.62,396.55,0.906,34.2,0.72,102.1,2021-12-16,25.4,35.9,17.9,62.83,109.21,Low,12,4,50,2021,0,Electronics,395
SHP-111366,1064,4.48,USA,UK,Sea,FedEx,WH-014,2,1658,2328,2.92,0,1.71,3.26,1.47,1234.8,4825.03,Low,Retail,Bulk,73.5,On Schedule,82.5,1.59,3.05,20ft Dry,115.82,28.15,0,0,0.8,253.81,0.677,50.5,1.94,87.8,2023-07-24,25.3,29.7,21.4,30.71,99.57,Low,7,3,30,2023,0,Industrial_Equipment,141
SHP-103778,1042,3.45,Vietnam,USA,Road,DB Schenker,WH-006,1,3337,3159,2.52,1,7.66,3.05,1.64,2019.7,6144.03,Medium,Retail,Carton,84.0,On Schedule,94.5,0.68,0.79,20ft Dry,1800.43,10.76,0,1,6.16,457.74,1.0,30.1,1.31,102.6,2024-06-21,4.8,9.5,31.7,147.47,137.63,Low,6,2,25,2024,1,Industrial_Equipment,420
SHP-113079,1183,3.62,USA,USA,Road,Expeditors,WH-003,0,4382,3877,0.16,1,3.49,4.79,6.79,1886.9,5415.61,Medium,Enterprise,Crate,70.3,Delayed,98.9,0.2,0.62,40ft Dry,413.96,37.72,0,1,1.28,529.77,0.885,53.2,2.09,82.1,2021-12-13,7.4,11.5,33.9,173.5,125.66,Low,12,4,50,2021,1,Electronics,552
SHP-106352,1384,4.19,China,USA,Road,Kuehne+Nagel,WH-013,1,1660,5679,1.84,0,1.79,3.33,1.56,3887.2,19637.43,Medium,Government,Bulk,85.6,On Schedule,84.6,0.87,1.23,Open Top,2154.92,1.68,0,0,5.92,423.62,0.96,58.2,1.28,111.6,2021-10-04,6.1,9.9,8.8,279.08,420.66,Low,10,4,40,2021,0,Automotive_Parts,1222
SHP-104007,1464,2.83,Germany,Germany,Sea,FedEx,WH-009,2,148,3925,4.64,0,2.5,3.71,3.65,7843.7,8926.7,Medium,Enterprise,Carton,88.5,Ahead of Schedule,85.5,0.71,0.99,20ft Dry,125.01,4.72,0,0,2.91,399.83,0.779,75.1,5.04,89.3,2021-02-09,18.4,29.1,1.1,215.34,200.07,Medium,2,1,6,2021,1,Apparel,62
SHP-103776,1117,3.78,Bangladesh,Japan,Road,FedEx,WH-007,1,4124,3902,2.22,0,5.42,3.84,2.09,2709.1,10579.31,Critical,Enterprise,Crate,72.3,On Schedule,95.0,3.82,2.7,Reefer,1237.42,14.84,1,0,4.15,269.82,0.763,55.6,4.15,85.1,2023-03-09,6.5,14.9,31.7,217.12,233.3,Low,3,1,10,2023,1,Industrial_Equipment,968
SHP-117147,1319,3.24,Vietnam,Germany,Sea,Maersk,WH-018,1,3130,4484,0.78,0,4.01,2.73,1.66,3186.0,68525.07,Medium,Wholesale,Carton,70.8,Ahead of Schedule,100.0,3.08,0.02,Flat Rack,170.93,56.84,0,1,2.25,473.2,1.0,47.9,2.59,84.5,2024-07-21,21.5,21.9,20.9,65.33,1377.03,Low,7,3,29,2024,0,Industrial_Equipment,89
SHP-114104,1300,3.21,China,UAE,Road,Expeditors,WH-008,2,3338,2390,10.0,1,4.43,2.6,1.24,4381.1,5024.98,Medium,Wholesale,Crate,58.0,On Schedule,86.7,0.32,2.35,20ft Dry,390.9,28.71,0,0,4.31,524.14,0.96,67.8,2.19,102.3,2022-02-19,6.7,19.7,41.9,208.19,121.32,Low,2,1,7,2022,1,Industrial_Equipment,102
SHP-119145,1116,3.29,South Korea,UK,Road,CMA CGM,WH-018,2,124,5635,2.86,0,6.48,3.75,1.24,1318.8,5630.78,Medium,Government,Bulk,56.3,Delayed,92.9,0.7,2.03,Flat Rack,523.5,29.94,0,0,2.31,405.82,0.981,22.4,1.46,93.2,2021-08-31,7.3,9.6,0.7,101.13,122.73,Low,8,3,35,2021,0,Furniture,925
SHP-119183,1065,3.29,Vietnam,Germany,Sea,Maersk,WH-001,1,4048,421,2.57,0,7.06,2.82,4.98,2544.5,15623.5,Critical,Wholesale,Bulk,67.0,On Schedule,76.8,1.99,0.97,20ft Dry,288.86,5.1,1,0,1.56,422.86,1.0,62.8,0.35,116.7,2022-11-10,22.7,26.5,288.4,55.16,317.99,Low,11,4,45,2022,0,Food_Beverage,68
SHP-108426,1049,4.35,Mexico,UAE,Road,Maersk,WH-010,3,2852,1074,3.5,0,2.52,3.8,2.42,3364.4,49196.08,Medium,Government,Bulk,93.9,On Schedule,89.2,0.91,2.57,Open Top,469.82,4.35,0,0,10.0,472.1,0.758,77.9,1.99,113.6,2021-08-17,6.8,20.0,79.7,238.21,1007.74,Low,8,3,33,2021,1,Automotive_Parts,108
SHP-104337,1350,3.03,Vietnam,UAE,Air,Kuehne+Nagel,WH-003,2,3051,3823,0.49,0,2.97,3.46,2.42,389.5,10490.29,High,Wholesale,Crate,88.5,On Schedule,84.2,1.65,3.0,Flat Rack,599.17,16.23,0,0,0.66,605.16,0.771,50.6,0.54,104.6,2024-12-19,2.3,3.2,23.9,144.06,224.21,Medium,12,4,51,2024,0,Electronics,275
SHP-108117,1334,4.13,India,Germany,Sea,DB Schenker,WH-014,0,1662,1874,1.69,0,3.59,3.17,6.85,2256.5,8590.44,Low,Government,Drum,72.1,On Schedule,84.0,2.31,1.84,20ft Dry,253.93,1.71,0,0,3.2,515.46,0.918,28.7,0.36,107.4,2022-11-08,27.8,35.4,26.6,54.96,177.3,Low,11,4,45,2022,0,Consumer_Goods,213
SHP-107763,1337,3.05,Germany,India,Sea,UPS,WH-002,0,4481,250,3.73,0,7.04,3.03,3.86,4284.8,13554.39,Medium,Wholesale,Drum,75.8,On Schedule,81.3,1.03,1.09,Reefer,884.69,16.28,0,0,2.02,497.35,1.0,64.1,1.57,118.1,2021-06-19,32.2,38.0,365.0,103.35,281.42,Low,6,2,24,2021,1,Furniture,276
SHP-114012,1428,2.35,Mexico,UK,Road,FedEx,WH-008,8,4675,4035,1.03,0,4.5,3.42,1.53,4720.2,50628.29,High,Retail,Pallet,65.1,On Schedule,98.0,0.52,,Reefer,358.94,2.02,0,1,0.91,806.72,0.986,42.3,2.46,107.4,2023-12-09,7.8,9.7,34.8,293.54,1041.92,Medium,12,4,49,2023,0,Furniture,346
SHP-113651,1453,3.91,Bangladesh,UK,Sea,Kuehne+Nagel,WH-018,1,4811,492,6.05,1,5.52,4.34,4.36,4175.3,5654.14,Low,Retail,Bulk,67.5,On Schedule,89.1,0.77,4.29,Reefer,2212.0,0.96,0,0,1.72,185.2,1.0,56.8,3.24,82.1,2022-01-07,16.2,27.6,293.3,161.48,129.23,Low,1,1,1,2022,1,Apparel,1033
SHP-100438,1122,4.01,Vietnam,India,Road,CMA CGM,WH-017,3,1292,3625,2.64,0,4.1,2.83,2.16,3634.3,17314.74,Critical,Retail,Bulk,90.1,Ahead of Schedule,78.9,2.58,0.63,20ft Dry,519.44,14.57,1,0,1.73,331.53,0.857,51.7,1.96,110.3,2023-08-21,8.1,11.7,10.7,191.88,365.48,Low,8,3,34,2023,0,Apparel,108
SHP-116533,1349,3.5,China,Canada,Road,Kuehne+Nagel,WH-001,2,1725,4819,1.93,0,5.89,3.65,3.4,4647.1,23460.85,Critical,Enterprise,Crate,,On Schedule,86.8,2.23,2.81,40ft Dry,87.53,10.92,0,0,2.48,423.58,0.829,70.6,7.03,92.4,2021-04-14,5.1,14.5,10.7,301.58,499.38,Low,4,2,15,2021,1,Electronics,18
SHP-103269,1170,3.23,Brazil,Germany,Air,DHL,WH-005,0,3874,4570,2.29,0,6.27,3.55,2.09,4066.8,13792.79,Low,Wholesale,Carton,67.4,Delayed,97.9,0.04,0.31,Reefer,349.09,2.41,0,0,1.1,668.51,0.894,64.8,0.38,98.0,2022-03-14,1.6,2.0,25.4,988.2,374.68,Low,3,1,11,2022,0,Apparel,88
SHP-103752,1252,3.41,Mexico,Netherlands,Sea,Maersk,WH-003,3,3751,172,1.6,1,7.42,3.83,6.63,5855.1,23169.21,Critical,Government,Pallet,89.9,Delayed,100.0,1.34,0.63,Flat Rack,403.31,15.91,1,1,2.87,380.37,0.573,58.4,0.88,114.1,2023-10-03,19.8,28.3,365.0,169.43,480.33,Medium,10,4,40,2023,1,Consumer_Goods,212
SHP-109113,1449,4.05,Brazil,France,Sea,Kuehne+Nagel,WH-013,1,317,428,4.19,0,2.08,3.0,1.78,4698.6,11636.91,Critical,Government,Crate,80.8,Ahead of Schedule,83.4,0.7,6.63,Open Top,292.43,10.36,1,0,0.83,641.06,0.873,52.1,2.11,110.9,2021-06-26,24.7,31.3,22.2,106.23,243.36,Low,6,2,25,2021,0,Consumer_Goods,81
SHP-109440,1163,4.95,Bangladesh,UAE,Rail,UPS,WH-003,4,2646,4807,0.92,1,3.86,3.89,0.98,2213.0,2844.43,Low,Retail,Drum,59.5,On Schedule,80.3,0.02,1.29,20ft Dry,63.91,0.77,0,1,1.17,601.47,0.836,50.6,5.65,91.4,2023-11-06,8.4,10.3,16.5,115.25,68.41,Low,11,4,45,2023,0,Automotive_Parts,17
SHP-101739,1342,4.6,Vietnam,UK,Road,Expeditors,WH-008,3,4780,2996,3.41,0,3.45,3.48,1.62,2730.0,6806.79,Low,Wholesale,Drum,72.9,On Schedule,100.0,1.0,2.66,Flat Rack,1056.77,32.55,0,0,0.87,388.42,0.858,27.7,1.42,95.4,2024-12-26,8.6,12.0,47.9,193.61,155.5,Low,12,4,52,2024,0,Automotive_Parts,471
SHP-100606,1303,3.1,South Korea,Netherlands,Road,Expeditors,WH-009,1,2094,2054,2.16,0,3.68,3.59,3.09,1247.0,14350.62,High,Government,Carton,96.6,On Schedule,88.2,1.52,0.76,20ft Dry,1321.63,11.07,1,1,2.91,450.74,0.588,59.1,0.5,94.1,2024-09-23,3.6,9.2,30.6,112.49,298.26,Medium,9,3,39,2024,1,Food_Beverage,391
